best_place_to_work,company_anual_budget,company_month_budget,company_value,company_value_no_abbreviate,contact_email,continent,country,employee_count,employee_satisfaction,glassdoor_clasification,hiring,id,industry,min_work_hour,name,open_projects,phone_number,province,remote_friendly,rest_days,salary_anual_budget,salary_anual_budget_percentage,size_category,total_work_hours,url_best_place_to_work,work_days
false,179639572.1625,13818428.627884615,399.20M,399199049.25,luxebuffer@falsegmail.com,Australia y Oceanía,Papua New Guinea,997,-11%,2.97,true,169,Hospitality,8,Luxe Buffer,4720.0,+351 640-768-7576,Chiriquí,true,1,115767724.2825,29%,large,80,,10
false,1371002700341.61,97928764310.115,3.26T,3264292143670.5,altituderadius@falsegmail.com,Europa,Portugal,241641,17%,5.07,true,170,Nonprofit,10,Altitude Radius,1207649.0,+7 371-581-4421,Sieradz,false,6,1207788093158.085,37%,global,90,,9
true,7338605.32,815400.5911111111,17.07M,17066524.0,deepurbanedge@falsegmail.com,Europa,Luxembourg,73,25%,4.26,false,171,Technology,4,Deep Urban Edge,242.0,+230 393-885-5530,Litva,false,4,2901309.08,17%,medium,32,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
false,1760760.685714286,195640.07619047622,4.40M,4401901.714285715,luxedeepfocus@falsegmail.com,América,Chile,58,7%,5.08,false,172,Education,9,Luxe Deep Focus,183.0,+1 574-602-5612,Antofagasta,true,4,572247.2228571429,13%,small,126,,14
true,3267949.44,272329.12,6.81M,6808228.0,crestsystems@falsegmail.com,América,Venezuela,35,12%,4.35,true,173,Construction,4,Crest Systems,38.0,+84 966-816-4872,Mien Nui Va Trung Du,false,1,885069.64,13%,small,28,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
true,46361.76,5151.306666666667,309.08K,309078.4,flickerglide@falsegmail.com,América,Argentina,8,-1%,4.23,true,174,Real Estate,5,Flicker Glide,20.0,+54 639-961-8028,San Juan,true,1,111268.224,36%,micro,45,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,9
true,923618355288.6428,102624261698.7381,3.69T,3694473421154.5713,unitystudios@falsegmail.com,América,Venezuela,357582,25%,1.96,false,175,Logistics,3,Unity Studios,1259739.0,+84 886-366-6009,Dong Bang Song Hong,false,1,1256120963192.5542,34%,global,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
true,141235.50000000003,14123.550000000003,288.24K,288235.7142857143,uniquewhisperwind@falsegmail.com,Asia,Macao,10,18%,3.63,false,176,Retail,5,Unique Whisper Wind,35.0,+373 209-678-9745,Valandovo,false,1,46117.71428571429,16%,micro,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,4
true,323654096.28,29423099.66181818,1.08B,1078846987.6,lucidvirtualreality@falsegmail.com,Asia,Macao,1268,7%,3.02,false,177,Healthcare,5,Lucid Virtual Reality,2750.0,+373 591-536-5400,Kamenjane,false,2,215769397.52,20%,extra,35,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
false,827544424.5033333,59110316.03595238,2.12B,2121908780.7777777,greenstudios@falsegmail.com,América,Canada,3803,-4%,1.62,false,178,Construction,8,Green Studios,6676.0,+855 734-962-8545,Alberta,false,5,848763512.3111111,40%,extra,80,,10
true,72707.88,7270.7880000000005,403.93K,403932.6666666667,jadetensor@falsegmail.com,América,United States of America,14,14%,1.42,false,179,Finance,4,Jade Tensor,22.0,+20 812-318-3800,Delaware,false,4,105022.49333333335,26%,micro,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,4
false,466454794453.04443,42404981313.91313,2.03T,2028064323708.889,thepulse@falsegmail.com,Europa,Portugal,487130,5%,2.26,false,180,Retail,13,The Pulse,1636508.0,+7 333-522-8953,Walbrzych,true,10,588138653875.5778,29%,global,65,,5
false,44835.98,4483.598,91.50K,91502.0,crestmind@falsegmail.com,América,Venezuela,2,0%,3.15,false,181,Energy,8,Crest Mind,7.0,+84 332-150-7892,Thai Nguyen,false,1,31110.68,34%,micro,56,,7
true,20367727.296,1851611.5723636365,84.87M,84865530.4,impureenergy@falsegmail.com,América,Colombia,196,-2%,3.44,true,182,Energy,9,Im Pure Energy,839.0,+235 945-481-6705,Valle del Cauca,true,2,29702935.64,35%,medium,99,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
true,13418791.1,1219890.0999999999,26.84M,26837582.2,brightnucleus@falsegmail.com,Europa,Germany,242,-1%,4.11,true,183,Real Estate,13,Bright Nucleus,832.0,+355 813-371-1188,Mecklenburg-Vorpommern,true,4,7782898.8379999995,29%,medium,52,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,4
true,105937540.912,11770837.879111111,557.57M,557566004.8000001,smartnucleus@falsegmail.com,Australia y Oceanía,Papua New Guinea,1064,38%,5.27,true,184,Hospitality,13,Smart Nucleus,4617.0,+351 457-451-8324,Los Santos,true,14,250904702.16000003,45%,large,78,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
true,4185355240.262857,465039471.14031744,16.10B,16097520154.857143,southjolt@falsegmail.com,Australia y Oceanía,French Polynesia,12142,-25%,3.62,true,185,Manufacturing,9,South Jolt,29943.0,+00 948-338-1214,Ica,false,1,6439008061.942858,40%,extra,117,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,13
false,7297.776000000001,729.7776000000001,20.27K,20271.600000000002,summitsweetspot@falsegmail.com,América,Brazil,1,2%,1.56,true,186,Real Estate,7,Summit Sweet Spot,1.0,+267 958-822-8991,Para,true,5,8514.072,42%,micro,77,,11
false,335484920.824,23963208.630285714,882.86M,882855054.8,pulsezephyr@falsegmail.com,Asia,Afghanistan,958,50%,4.58,true,187,Hospitality,11,Pulse Zephyr,2627.0,+93 81-111-8308,Afghanistan,false,12,397284774.66,45%,large,88,,8
false,1892693.8449999997,157724.4870833333,3.86M,3862640.4999999995,kineticsmartmove@falsegmail.com,América,Venezuela,29,2%,3.32,false,188,Real Estate,7,Kinetic Smart Move,135.0,+84 811-234-2375,Dong Bang Song Cuu Long,false,1,1429176.9849999996,37%,small,56,,8
true,1624545.315,124965.02423076922,6.02M,6016834.5,thecore@falsegmail.com,América,Chile,67,8%,3.14,true,189,Education,9,The Core,333.0,+1 863-392-2473,Araucanía,false,4,1985555.385,33%,small,99,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
true,134124.65000000002,10317.28076923077,536.50K,536498.6000000001,pinnaclemarketing@falsegmail.com,Europa,Luxembourg,11,16%,1.24,false,190,Food & Beverage,6,Pinnacle Marketing,18.0,+230 356-606-8265,Litva,true,3,155584.594,29%,micro,42,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
true,14867442.63111111,1143649.433162393,51.27M,51267043.55555555,uniqueimpulse@falsegmail.com,América,Paraguay,256,23%,4.86,true,191,Automotive,12,Unique Impulse,301.0,+1 4-121-1822,Papua New Guinea,true,5,19994146.986666664,39%,medium,72,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
true,77345.4,8593.933333333332,220.99K,220986.85714285713,thenucleus@falsegmail.com,América,United States of America,11,67%,5.01,true,192,Entertainment,11,The Nucleus,22.0,+20 533-723-2839,Virgin Islands,false,12,66296.05714285714,30%,micro,66,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,4823294.4,344521.0285714286,12.69M,12692880.0,edgecleanslate@falsegmail.com,América,Mexico,68,34%,4.16,true,193,Energy,13,Edge Clean Slate,272.0,+262 936-658-6096,Luxembourg,true,14,5711796.0,45%,small,65,,5
false,28130916.0,2557356.0,85.25M,85245200.0,radiantlink@falsegmail.com,Europa,Luxembourg,240,9%,1.86,true,194,Hospitality,12,Radiant Link,275.0,+230 903-198-4953,Litva,false,8,20458848.0,24%,medium,84,,7
true,11813318.19,1181331.819,25.68M,25681126.5,visionfuture@falsegmail.com,América,Paraguay,204,-34%,1.58,false,195,Manufacturing,6,Vision Future,882.0,+1 585-301-8810,Papua New Guinea,true,1,6420281.625,25%,medium,84,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,14
true,1395578272.86,107352174.8353846,3.10B,3101285050.7999997,eastmagicbean@falsegmail.com,América,Venezuela,3502,-45%,1.34,true,196,Hospitality,8,East Magic Bean,14462.0,+84 592-793-8515,Dong Bang Song Hong,true,1,806334113.2079998,26%,extra,96,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,12
false,19492236.036000002,1624353.0030000003,69.62M,69615128.7,deepdevelopment@falsegmail.com,Australia y Oceanía,French Polynesia,303,-4%,4.7,false,197,Education,4,Deep Development,1451.0,+00 923-867-9674,Ucayali,false,1,26453748.906,38%,large,36,,9
true,616917.504,56083.40945454545,2.57M,2570489.5999999996,pulsebeacon@falsegmail.com,Asia,Afghanistan,28,45%,4.52,false,198,Manufacturing,3,Pulse Beacon,127.0,+93 9-682-9759,Afghanistan,false,4,591212.6079999999,23%,small,33,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
false,8827792.0,980865.7777777778,58.85M,58851946.666666664,smartkernel@falsegmail.com,América,Canada,164,34%,3.34,true,199,Retail,11,Smart Kernel,785.0,+855 184-386-1878,Alberta,true,8,20009661.866666663,34%,medium,33,,3
false,6083561.613333333,434540.1152380952,16.01M,16009372.666666668,claritynetwork@falsegmail.com,Australia y Oceanía,Vanuatu,58,-3%,3.43,false,200,Nonprofit,4,Clarity Network,276.0,+58 399-442-5438,Delta Amacuro,true,3,2081218.4466666668,13%,medium,56,,14
false,104305910.8,8692159.233333332,453.50M,453503960.0,cloudstream@falsegmail.com,Asia,Macao,560,-21%,1.04,true,201,Agriculture,9,Cloud Stream,1965.0,+373 410-542-2944,Novo Selo,true,1,172331504.8,38%,large,99,,11
false,35615.0,2967.9166666666665,71.23K,71230.0,ultranode@falsegmail.com,América,Canada,6,-12%,3.39,false,202,Automotive,8,Ultra Node,16.0,+855 596-518-5465,Newfoundland,true,3,17095.2,24%,micro,104,,13
true,177082890697.335,14756907558.11125,421.63B,421625930231.75,pulsepureenergy@falsegmail.com,Australia y Oceanía,Papua New Guinea,204629,-15%,2.76,true,203,Retail,5,Pulse Pure Energy,926086.0,+351 46-481-1152,Bocas del Toro,false,1,177082890697.335,42%,global,55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
true,5129010.656,569890.0728888889,11.66M,11656842.4,originyellowbrick@falsegmail.com,Europa,Svalbard and Jan Mayen,59,-21%,2.56,false,204,Transportation,7,Origin Yellow Brick,292.0,+66 890-518-9742,Neuchâtel,false,3,5129010.656,44%,small,84,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,12
false,544882172.4,54488217.239999995,3.63B,3632547816.0,fluxhaven@falsegmail.com,Asia,Afghanistan,3996,-2%,2.79,true,205,Telecommunications,7,Flux Haven,17561.0,+93 94-295-9350,Afghanistan,true,1,1307717213.76,36%,extra,42,,6
false,995446825443.8402,71103344674.56001,3.11T,3110771329512.0005,omnizephyr@falsegmail.com,América,United States of America,365992,7%,4.09,false,206,Logistics,11,Omni Zephyr,1360336.0,+20 249-268-5753,Colorado,false,6,1213200818509.6802,39%,global,99,,9
false,2356657252.3,168332660.87857145,5.24B,5237016116.222222,vortexcleanslate@falsegmail.com,América,Colombia,7319,37%,3.29,false,207,Legal Services,11,Vortex Clean Slate,19274.0,+235 930-817-6111,Distrito Capital,false,10,2304287091.137778,44%,extra,44,,4
false,6658134.560000001,665813.4560000001,20.18M,20176165.333333336,impulsemosaic@falsegmail.com,Europa,Latvia,56,8%,1.55,false,208,Logistics,11,Impulse Mosaic,211.0,+223 145-464-7635,Latviya,false,3,6052849.6000000015,30%,medium,66,,6
true,2248121.2,172932.40000000002,4.89M,4887220.0,isedge@falsegmail.com,América,United States of America,26,19%,2.87,false,209,Food & Beverage,11,Is Edge,108.0,+20 85-766-1956,Ohio,false,5,830827.4,17%,small,44,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,4
true,102194.82,11354.980000000001,393.06K,393057.0,newsmartmove@falsegmail.com,América,Suriname,9,21%,2.87,true,210,Agriculture,7,New Smart Move,30.0,+255 255-156-5290,Kronobergs Lan,true,5,133639.38,34%,micro,49,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
false,165499040.0,15045367.272727273,472.85M,472854400.0,yieldbridge@falsegmail.com,América,United States of America,856,6%,3.26,false,211,Agriculture,8,Yield Bridge,2426.0,+20 857-264-9715,Washington,false,4,170227584.0,36%,large,80,,10
true,28128110.4,3125345.5999999996,93.76M,93760368.0,mergebrighthorizon@falsegmail.com,Europa,Svalbard and Jan Mayen,240,28%,5.11,false,212,Nonprofit,5,Merge Bright Horizon,433.0,+66 149-762-9916,Schaffhausen,true,3,14064055.2,15%,medium,55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
true,950482434370.755,67891602455.05393,2.44T,2437134447104.5,strideecho@falsegmail.com,América,Mexico,252538,52%,1.25,false,213,Manufacturing,3,Stride Echo,659730.0,+262 389-918-2645,Diekirch,true,3,926111089899.71,38%,global,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,4
false,12438922.95,956840.2269230769,46.07M,46070085.0,neoopenfield@falsegmail.com,América,Mexico,170,7%,3.02,false,214,Manufacturing,5,Neo Open Field,506.0,+262 435-189-1300,Luxembourg,false,4,12438922.95,27%,medium,50,,10
false,2027726461042.912,144837604360.208,4.41T,4408101002267.2,vortexmosaic@falsegmail.com,África,Western Sahara,227096,28%,4.61,false,215,Legal Services,9,Vortex Mosaic,576227.0,+966 834-388-5246,Dagestan,true,3,1454673330748.176,33%,global,72,,8
false,3402938.4839999997,309358.044,10.31M,10311934.799999999,originlab@falsegmail.com,América,Mexico,102,25%,4.45,false,216,Technology,13,Origin Lab,250.0,+262 351-272-3538,Grevenmacher,false,12,4021654.571999999,39%,medium,65,,5
false,1690880.8242857144,169088.08242857145,5.12M,5123881.285714285,thefabric@falsegmail.com,África,Western Sahara,41,5%,1.83,false,217,Agriculture,4,The Fabric,85.0,+966 64-766-2232,Amurskaya obl.,false,5,1639642.0114285713,32%,small,40,,10
false,39603.9,3300.3250000000003,264.03K,264026.0,eastpillar@falsegmail.com,América,United States of America,7,21%,5.26,false,218,Hospitality,8,East Pillar,34.0,+20 151-135-7832,Kentucky,true,1,63366.24,24%,micro,56,,7
true,1407365.28,140736.528,4.54M,4539888.0,blueurbanedge@falsegmail.com,Europa,Macedonia,30,13%,2.59,false,219,Technology,9,Blue Urban Edge,119.0,+377 419-115-5096,Madagascar,false,4,907977.6,20%,small,54,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,5946.82,495.5683333333333,13.52K,13515.5,horizonbridge@falsegmail.com,América,Chile,1,3%,1.86,true,220,Construction,9,Horizon Bridge,3.0,+1 781-855-8053,Aisén del General Carlos Ibánez del Campo,false,2,5541.355,41%,micro,45,,5
false,1833601178552.0,166691016232.0,3.67T,3667202357104.0,brighthappyminds@falsegmail.com,América,Chile,496032,6%,4.51,true,221,Food & Beverage,11,Bright Happy Minds,567925.0,+1 848-668-9751,Los Lagos,true,5,1650241060696.8,45%,global,99,,9
true,250429249104.75,20869104092.0625,834.76B,834764163682.5,unitylogic@falsegmail.com,Europa,Macedonia,109965,3%,2.85,false,222,Logistics,8,Unity Logic,222601.0,+377 791-855-8166,Madagascar,true,2,108519341278.725,13%,global,40,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
true,292403847165.57666,24366987263.798054,1.33T,1329108396207.1665,truewildflower@falsegmail.com,Europa,Luxembourg,389653,56%,4.42,true,223,Manufacturing,11,True Wild Flower,894647.0,+230 430-670-7180,Litva,true,12,465187938672.5083,35%,global,88,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
false,1448356851.0666666,111412065.46666667,7.24B,7241784255.333333,cloudenology@falsegmail.com,América,United States of America,12142,17%,5.29,true,224,Education,3,Cloud Enology,21380.0,+20 676-575-7965,Kansas,false,1,2607042331.92,36%,extra,39,,13
true,549939781149.92,39281412939.28001,1.77T,1773999294032.0,upliftmatrix@falsegmail.com,América,Mexico,165796,-36%,2.96,true,225,Legal Services,9,Uplift Matrix,568107.0,+262 837-437-7057,Grevenmacher,false,1,762819696433.76,43%,global,108,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,12
false,5183240622.685715,370231473.04897964,11.52B,11518312494.857143,briskyield@falsegmail.com,África,Uganda,10911,-2%,3.61,true,226,Manufacturing,7,Brisk Yield,51761.0,+998 608-156-4430,Maldonado,true,1,4607324997.942858,40%,extra,70,,10
true,11562.431999999999,1051.1301818181817,36.13K,36132.6,joltradius@falsegmail.com,África,Western Sahara,3,36%,4.29,true,227,Transportation,11,Jolt Radius,14.0,+966 768-246-8716,Ulyanovskaya obl.,true,11,5419.89,15%,micro,88,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
false,93600.225,10400.025000000001,520.00K,520001.25,ultramagicbean@falsegmail.com,Asia,Afghanistan,10,1%,1.89,false,228,Construction,4,Ultra Magic Bean,10.0,+93 274-207-7681,Afghanistan,true,3,130000.3125,25%,micro,40,,10
true,142616.67777777778,12965.152525252524,347.85K,347845.55555555556,mergeecho@falsegmail.com,Asia,Afghanistan,10,10%,1.1,false,229,Transportation,7,Merge Echo,35.0,+93 994-439-8549,Afghanistan,false,5,104353.66666666666,30%,micro,35,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
false,3135874839.8,285079530.89090914,9.80B,9799608874.375,crestmatrix@falsegmail.com,África,Western Sahara,11885,-4%,4.1,false,230,Energy,4,Crest Matrix,13940.0,+966 466-392-7950,Chelyabinskaya obl.,false,1,3135874839.8,32%,extra,40,,10
false,1728288.45,172828.845,4.11M,4114972.5,ignitesweetpotato@falsegmail.com,Europa,Svalbard and Jan Mayen,57,20%,4.26,false,231,Energy,8,Ignite Sweet Potato,84.0,+66 685-390-5934,Genève,true,2,1193342.025,29%,medium,40,,5
true,78541977.28000002,7140179.752727274,392.71M,392709886.40000004,halobridge@falsegmail.com,América,Canada,802,56%,5.44,true,232,Aerospace,10,Halo Bridge,1228.0,+855 259-936-1732,Quebec,true,9,109958768.192,28%,large,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
false,7977590.924444445,725235.5385858587,27.51M,27508934.222222224,metapeak@falsegmail.com,América,Mexico,142,8%,2.23,false,233,Education,8,Meta Peak,506.0,+262 158-716-7506,Diekirch,true,1,12379020.4,45%,medium,40,,5
true,1037460026394.6602,94314547854.06001,3.84T,3842444542202.445,brightmagictouch@falsegmail.com,América,Colombia,367369,-27%,4.27,true,234,Hospitality,9,Bright Magic Touch,763809.0,+235 191-880-4095,Putumayo,false,2,960611135550.6112,25%,global,117,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,13
true,1519144.875,151914.4875,4.22M,4219846.875,nexusmeat@falsegmail.com,Australia y Oceanía,Papua New Guinea,45,51%,5.15,false,235,Transportation,13,Nexus Meat,163.0,+351 258-950-7708,Colón,false,14,1012763.25,24%,small,39,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,3
false,938584683886.7258,72198821837.44044,3.03T,3027692528666.8574,questaxis@falsegmail.com,América,Colombia,482234,55%,4.0,false,236,Construction,11,Quest Axis,1019325.0,+235 241-873-5397,Norte de Santander,false,13,1150523160893.4058,38%,global,55,,5
true,6017755.68,429839.6914285714,15.04M,15044389.2,urbanzephyr@falsegmail.com,América,Suriname,106,19%,3.82,true,237,Transportation,13,Urban Zephyr,293.0,+255 828-776-2521,Blekinge Lan,true,13,4964648.436,33%,medium,91,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
false,4724125957.53,429465996.1390909,11.52B,11522258433.0,glidequantum@falsegmail.com,América,Canada,12957,59%,3.03,true,238,Agriculture,3,Glide Quantum,35310.0,+855 865-499-8305,Saskatchewan,false,4,4148013035.88,36%,extra,24,,8
false,9051208.0,905120.8,28.29M,28285025.0,neoinnovation@falsegmail.com,Australia y Oceanía,Papua New Guinea,170,7%,1.42,true,239,Technology,12,Neo Innovation,749.0,+351 446-444-4818,Veraguas,true,5,7919807.0,28%,medium,48,,4
false,2203699.2320000003,200336.29381818185,7.87M,7870354.4,westsweetpotato@falsegmail.com,América,Chile,62,5%,5.27,true,240,Technology,13,West Sweet Potato,116.0,+1 760-809-9750,Maule,false,8,2518513.4080000003,32%,small,91,,7
false,38667283.99,3222273.6658333335,203.51M,203512021.0,deeppulse@falsegmail.com,Australia y Oceanía,Vanuatu,470,38%,1.58,true,241,Transportation,12,Deep Pulse,1073.0,+58 863-433-8974,Miranda,false,13,89545289.24,44%,large,84,,7
true,216441.0011111111,21644.10011111111,698.20K,698196.7777777778,netcreative@falsegmail.com,América,United States of America,13,13%,3.0,true,242,Entertainment,11,Net Creative,40.0,+20 789-755-9395,Connecticut,false,3,111711.48444444445,16%,micro,88,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
true,431205.456,30800.389714285713,1.31M,1306683.2,nexusmeat@falsegmail.com,Europa,Luxembourg,19,14%,2.05,true,243,Construction,10,Nexus Meat,41.0,+230 237-834-6267,Litva,false,5,313603.968,24%,small,60,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,260738867.85714287,21728238.98809524,521.48M,521477735.71428573,ultraapples@falsegmail.com,África,Réunion,830,-4%,1.91,false,244,Manufacturing,8,Ultra Apples,931.0,+1 784 138-852-9279,El Seibo,false,2,119939879.21428572,23%,large,64,,8
true,2138010526.9125,213801052.69125,6.29B,6288266255.625,oneskates@falsegmail.com,América,Chile,9055,62%,4.98,false,245,Food & Beverage,3,One Skates,9570.0,+1 917-842-1941,Libertador General Bernardo OHiggins,false,5,1383418576.2375,22%,extra,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,129465604527.24,10788800377.27,761.56B,761562379572.0,jadeirongate@falsegmail.com,América,Suriname,203730,30%,4.21,false,246,Real Estate,10,Jade Iron Gate,714905.0,+255 47-131-4109,Vastra Gotaland,false,10,304624951828.8,40%,global,70,,7
true,1296479764.36,144053307.1511111,5.89B,5893089838.0,mergepulse@falsegmail.com,Australia y Oceanía,Papua New Guinea,4398,27%,1.61,true,247,Retail,3,Merge Pulse,19596.0,+351 855-724-1476,Veraguas,false,1,2298305036.82,39%,extra,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
true,116793913730.4,11679391373.039999,259.54B,259542030512.0,sparkwisechoice@falsegmail.com,América,United States of America,163288,35%,2.74,false,248,Food & Beverage,11,Spark Wise Choice,541706.0,+20 95-676-8115,South Carolina,false,10,70076348238.24,27%,global,55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
true,77462679.216,5958667.632,198.62M,198622254.4,momentumfabric@falsegmail.com,América,Chile,292,45%,4.01,false,249,Healthcare,11,Momentum Fabric,994.0,+1 132-124-3569,Atacama,false,14,63559121.408,32%,large,99,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,9
false,360769142.0828572,36076914.20828572,1.34B,1336182007.7142859,softsweetpotato@falsegmail.com,América,Chile,1418,28%,3.05,false,250,Transportation,5,Soft Sweet Potato,5042.0,+1 823-439-1074,Bío-Bío,true,3,293960041.69714284,22%,extra,35,,7
false,273161919413.838,30351324379.315334,1.05T,1050622766976.3,momentumopenfield@falsegmail.com,Australia y Oceanía,Papua New Guinea,353073,-12%,2.49,true,251,Manufacturing,13,Momentum Open Field,1225077.0,+351 672-953-4569,Los Santos,true,3,168099642716.208,16%,global,104,,8
true,483559376842.818,37196875141.75523,1.67T,1667446127044.2,ruralfrites@falsegmail.com,Asia,Macao,359349,36%,3.91,true,252,Aerospace,11,Rural Frites,1053332.0,+373 113-329-7788,Debar,true,11,717001834629.006,43%,global,55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
true,332954898435.6,36994988715.066666,899.88B,899878103880.0,ecokernel@falsegmail.com,Europa,Latvia,495152,33%,4.72,true,253,Agriculture,9,Eco Kernel,622983.0,+223 532-518-5519,Latviya,false,3,269963431164.0,30%,global,36,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,4
